Periodo,Variable,Geografia,Valor
2021-03-01T00:00:00Z,Empleo en casas particulares,Total Pais,473.135
2021-03-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,377.416
2021-03-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,1663.803
2021-03-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,363.169
2021-03-01T00:00:00Z,Total,Total Pais,12014.249999999998
2021-04-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,5895.112
2021-04-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3246.771
2021-04-01T00:00:00Z,Empleo en casas particulares,Total Pais,475.161
2021-04-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,377.496
2021-04-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,1686.952
2021-04-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,361.188
2021-04-01T00:00:00Z,Total,Total Pais,12042.679999999998
2021-05-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,5869.969
2021-05-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3270.698
2021-05-01T00:00:00Z,Empleo en casas particulares,Total Pais,475.863
2021-05-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,377.689
2021-05-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,1693.213
2021-05-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,366.73
2021-05-01T00:00:00Z,Total,Total Pais,12054.161999999998
2021-06-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,5869.182
2021-06-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3293.56
2021-06-01T00:00:00Z,Empleo en casas particulares,Total Pais,474.108
2021-06-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,377.522
2021-06-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,1708.858
2021-06-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,368.181
2021-06-01T00:00:00Z,Total,Total Pais,12091.411000000002
2021-07-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,5876.034
2021-07-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3287.465
2021-07-01T00:00:00Z,Empleo en casas particulares,Total Pais,474.213
2021-07-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,377.905
2021-07-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,1732.469
2021-07-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,367.039
2021-07-01T00:00:00Z,Total,Total Pais,12115.125
2021-08-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,5895.277
2021-08-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3303.205
2021-08-01T00:00:00Z,Empleo en casas particulares,Total Pais,474.059
2021-08-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,387.284
2021-08-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,1736.687
2021-08-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,394.486
2021-08-01T00:00:00Z,Total,Total Pais,12190.998
2021-09-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,5916.087
2021-09-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3314.079
2021-09-01T00:00:00Z,Empleo en casas particulares,Total Pais,473.374
2021-09-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,388.724
2021-09-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,1767.665
2021-09-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,401.37
2021-09-01T00:00:00Z,Total,Total Pais,12261.299
2021-10-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,5940.33
2021-10-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3329.046
2021-10-01T00:00:00Z,Empleo en casas particulares,Total Pais,474.108
2021-10-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,387.625
2021-10-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,1785.084
2021-10-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,398.016
2021-10-01T00:00:00Z,Total,Total Pais,12314.209
2021-11-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,5988.541
2021-11-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3345.096
2021-11-01T00:00:00Z,Empleo en casas particulares,Total Pais,473.279
2021-11-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,385.97
2021-11-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,1800.237
2021-11-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,394.207
2021-11-01T00:00:00Z,Total,Total Pais,12387.33
2021-12-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,6027.687
2021-12-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3372.906
2021-12-01T00:00:00Z,Empleo en casas particulares,Total Pais,472.876
2021-12-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,385.414
2021-12-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,1769.927
2021-12-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,440.046
2021-12-01T00:00:00Z,Total,Total Pais,12468.856000000002
2022-01-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,6069.317
2022-01-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3320.327
2022-01-01T00:00:00Z,Empleo en casas particulares,Total Pais,473.399
2022-01-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,387.104
2022-01-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,1777.073
2022-01-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,439.562
2022-01-01T00:00:00Z,Total,Total Pais,12466.782
2022-02-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,6095.135
2022-02-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3311.745
2022-02-01T00:00:00Z,Empleo en casas particulares,Total Pais,472.501
2022-02-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,387.661
2022-02-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,1799.685
2022-02-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,441.73
2022-02-01T00:00:00Z,Total,Total Pais,12508.457
2022-03-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,6129.715
2022-03-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3317.378
2022-03-01T00:00:00Z,Empleo en casas particulares,Total Pais,472.447
2022-03-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,385.474
2022-03-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,1818.827
2022-03-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,438.318
2022-03-01T00:00:00Z,Total,Total Pais,12562.159
2022-04-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,6110.171
2022-04-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3333.896
2022-04-01T00:00:00Z,Empleo en casas particulares,Total Pais,473.143
2022-04-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,387.236
2022-04-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,1844.415
2022-04-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,435.827
2022-04-01T00:00:00Z,Total,Total Pais,12584.688
2022-05-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,6117.962
2022-05-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3353.545
2022-05-01T00:00:00Z,Empleo en casas particulares,Total Pais,473.34
2022-05-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,389.869
2022-05-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,1873.585
2022-05-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,432.428
2022-05-01T00:00:00Z,Total,Total Pais,12640.729000000003
2022-06-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,6134.032
2022-06-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3381.302
2022-06-01T00:00:00Z,Empleo en casas particulares,Total Pais,471.356
2022-06-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,392.511
2022-06-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,1824.604
2022-06-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,512.695
2022-06-01T00:00:00Z,Total,Total Pais,12716.5
2022-07-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,6169.348
2022-07-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3375.799
2022-07-01T00:00:00Z,Empleo en casas particulares,Total Pais,472.731
2022-07-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,395.003
2022-07-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,1862.02
2022-07-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,509.084
2022-07-01T00:00:00Z,Total,Total Pais,12783.985000000002
2022-08-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,6186.755
2022-08-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3372.531
2022-08-01T00:00:00Z,Empleo en casas particulares,Total Pais,473.593
2022-08-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,395.114
2022-08-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,1899.632
2022-08-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,503.226
2022-08-01T00:00:00Z,Total,Total Pais,12830.851
2022-09-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,6210.839
2022-09-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3381.981
2022-09-01T00:00:00Z,Empleo en casas particulares,Total Pais,473.809
2022-09-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,394.795
2022-09-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,1879.555
2022-09-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,559.033
2022-09-01T00:00:00Z,Total,Total Pais,12900.011999999999
2022-10-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,6236.623
2022-10-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3387.399
2022-10-01T00:00:00Z,Empleo en casas particulares,Total Pais,471.865
2022-10-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,394.303
2022-10-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,1908.434
2022-10-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,555.513
2022-10-01T00:00:00Z,Total,Total Pais,12954.136999999999
2022-11-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,6278.154
2022-11-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3405.218
2022-11-01T00:00:00Z,Empleo en casas particulares,Total Pais,469.777
2022-11-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,394.795
2022-11-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,1943.228
2022-11-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,550.836
2022-11-01T00:00:00Z,Total,Total Pais,13042.007999999998
2022-12-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,6296.204
2022-12-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3422.983
2022-12-01T00:00:00Z,Empleo en casas particulares,Total Pais,467.724
2022-12-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,396.459
2022-12-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,1895.843
2022-12-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,611.618
2022-12-01T00:00:00Z,Total,Total Pais,13090.831000000002
2023-01-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,6333.404
2023-01-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3382.838
2023-01-01T00:00:00Z,Empleo en casas particulares,Total Pais,468.228
2023-01-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,400.308
2023-01-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,1910.522
2023-01-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,608.598
2023-01-01T00:00:00Z,Total,Total Pais,13103.898
2023-02-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,6348.193
2023-02-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3388.385
2023-02-01T00:00:00Z,Empleo en casas particulares,Total Pais,466.971
2023-02-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,400.217
2023-02-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,1920.933
2023-02-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,603.94
2023-02-01T00:00:00Z,Total,Total Pais,13128.639000000001
2023-03-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,6377.525
2023-03-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3392.44
2023-03-01T00:00:00Z,Empleo en casas particulares,Total Pais,466.501
2023-03-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,396.619
2023-03-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,1920.406
2023-03-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,602.117
2023-03-01T00:00:00Z,Total,Total Pais,13155.608000000002
2023-04-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,6339.738
2023-04-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3412.166
2023-04-01T00:00:00Z,Empleo en casas particulares,Total Pais,468.434
2023-04-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,400.615
2023-04-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,1926.381
2023-04-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,602.716
2023-04-01T00:00:00Z,Total,Total Pais,13150.05
2023-05-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,6347.788
2023-05-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3437.853
2023-05-01T00:00:00Z,Empleo en casas particulares,Total Pais,467.262
2023-05-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,402.501
2023-05-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,1967.51
2023-05-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,597.922
2023-05-01T00:00:00Z,Total,Total Pais,13220.836000000001
2023-06-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,6353.117
2023-06-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3467.521
2023-06-01T00:00:00Z,Empleo en casas particulares,Total Pais,466.392
2023-06-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,405.217
2023-06-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,1987.601
2023-06-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,592.52
2023-06-01T00:00:00Z,Total,Total Pais,13272.368000000002
2023-07-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,6374.49
2023-07-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3458.262
2023-07-01T00:00:00Z,Empleo en casas particulares,Total Pais,468.005
2023-07-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,408.111
2023-07-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,1984.376
2023-07-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,612.028
2023-07-01T00:00:00Z,Total,Total Pais,13305.272
2023-08-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,6387.707
2023-08-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3470.394
2023-08-01T00:00:00Z,Empleo en casas particulares,Total Pais,469.401
2023-08-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,411.216
2023-08-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,2017.037
2023-08-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,594.985
2023-08-01T00:00:00Z,Total,Total Pais,13350.740000000002
2023-09-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,6371.65
2023-09-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3473.853
2023-09-01T00:00:00Z,Empleo en casas particulares,Total Pais,470.748
2023-09-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,412.992
2023-09-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,2010.057
2023-09-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,623.271
2023-09-01T00:00:00Z,Total,Total Pais,13362.571000000002
2023-10-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,6374.399
2023-10-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3477.664
2023-10-01T00:00:00Z,Empleo en casas particulares,Total Pais,468.214
2023-10-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,409.98
2023-10-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,2042.447
2023-10-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,605.915
2023-10-01T00:00:00Z,Total,Total Pais,13378.618999999999
2023-11-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,6385.764
2023-11-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3484.305
2023-11-01T00:00:00Z,Empleo en casas particulares,Total Pais,464.504
2023-11-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,385.773
2023-11-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,2037.762
2023-11-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,634.72
2023-11-01T00:00:00Z,Total,Total Pais,13392.828
2023-12-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,6379.12
2023-12-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3508.444
2023-12-01T00:00:00Z,Empleo en casas particulares,Total Pais,460.704
2023-12-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,382.87
2023-12-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,2044.64
2023-12-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,637.406
2023-12-01T00:00:00Z,Total,Total Pais,13413.184000000001
2024-01-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,6363.884
2024-01-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3425.858
2024-01-01T00:00:00Z,Empleo en casas particulares,Total Pais,459.191
2024-01-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,386.345
2024-01-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,2063.665
2024-01-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,648.302
2024-01-01T00:00:00Z,Total,Total Pais,13347.244999999999
2024-02-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,6337.933
2024-02-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3420.5
2024-02-01T00:00:00Z,Empleo en casas particulares,Total Pais,456.458
2024-02-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,412.213
2024-02-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,2079.214
2024-02-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,643.78
2024-02-01T00:00:00Z,Total,Total Pais,13350.098000000002
2024-03-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,6306.24
2024-03-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3415.569
2024-03-01T00:00:00Z,Empleo en casas particulares,Total Pais,454.499
2024-03-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,413.42
2024-03-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,2076.248
2024-03-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,631.509
2024-03-01T00:00:00Z,Total,Total Pais,13297.484999999999
2024-04-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,6257.276
2024-04-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3420.333
2024-04-01T00:00:00Z,Empleo en casas particulares,Total Pais,452.94
2024-04-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,415.966
2024-04-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,2065.775
2024-04-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,646.468
2024-04-01T00:00:00Z,Total,Total Pais,13258.758000000002
2024-05-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,6227.879
2024-05-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3424.916
2024-05-01T00:00:00Z,Empleo en casas particulares,Total Pais,450.316
2024-05-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,412.883
2024-05-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,2062.118
2024-05-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,666.706
2024-05-01T00:00:00Z,Total,Total Pais,13244.818000000001
2024-06-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,6197.991
2024-06-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3443.355
2024-06-01T00:00:00Z,Empleo en casas particulares,Total Pais,449.595
2024-06-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,412.13
2024-06-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,2060.181
2024-06-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,673.495
2024-06-01T00:00:00Z,Total,Total Pais,13236.747
2024-07-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,6208.25
2024-07-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3423.458
2024-07-01T00:00:00Z,Empleo en casas particulares,Total Pais,449.972
2024-07-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,411.092
2024-07-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,2074.906
2024-07-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,675.959
2024-07-01T00:00:00Z,Total,Total Pais,13243.637
2024-08-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,6211.381
2024-08-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3421.939
2024-08-01T00:00:00Z,Empleo en casas particulares,Total Pais,451.805
2024-08-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,410.093
2024-08-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,2098.332
2024-08-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,677.157
2024-08-01T00:00:00Z,Total,Total Pais,13270.707
2024-09-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,6218.904
2024-09-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3427.733
2024-09-01T00:00:00Z,Empleo en casas particulares,Total Pais,452.535
2024-09-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,408.401
2024-09-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,2095.417
2024-09-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,678.385
2024-09-01T00:00:00Z,Total,Total Pais,13281.375
2024-10-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,6245.643
2024-10-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3429.609
2024-10-01T00:00:00Z,Empleo en casas particulares,Total Pais,450.731
2024-10-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,403.391
2024-10-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,2071.689
2024-10-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,677.266
2024-10-01T00:00:00Z,Total,Total Pais,13278.329
2024-11-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,6266.132
2024-11-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,3432.973
2024-11-01T00:00:00Z,Empleo en casas particulares,Total Pais,448.983
2024-11-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,398.769
2024-11-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,2062.188
2024-11-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,672.106
2024-11-01T00:00:00Z,Total,Total Pais,13281.151
2012-01-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,100
2012-01-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,100
2012-01-01T00:00:00Z,Empleo en casas particulares,Total Pais,100
2012-01-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,100
2012-01-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,100
2012-01-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,100
2012-01-01T00:00:00Z,Total,Total Pais,100
2012-02-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,99.95789355076921
2012-02-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,102.14005724693432
2012-02-01T00:00:00Z,Empleo en casas particulares,Total Pais,99.90082704081765
2012-02-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,99.75386341737105
2012-02-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,99.98638484047063
2012-02-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,100.68609100988306
2012-02-01T00:00:00Z,Total,Total Pais,100.4706028936914
2012-03-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,100.10512691466835
2012-03-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,102.29349412690168
2012-03-01T00:00:00Z,Empleo en casas particulares,Total Pais,99.32582941737172
2012-03-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,99.16645321819311
2012-03-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,99.99353470078215
2012-03-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,101.3620486164924
2012-03-01T00:00:00Z,Total,Total Pais,100.5572806227843
2012-04-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,99.16628902973866
2012-04-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,102.42452285376085
2012-04-01T00:00:00Z,Empleo en casas particulares,Total Pais,100.19629052024696
2012-04-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,99.44722943881347
2012-04-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,100.23465233043612
2012-04-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,102.83139209117678
2012-04-01T00:00:00Z,Total,Total Pais,100.15643157440515
2012-05-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,98.96271720401386
2012-05-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,101.86974415786032
2012-05-01T00:00:00Z,Empleo en casas particulares,Total Pais,100.76871889604568
2012-05-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,99.43722785319623
2012-05-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,100.54232451086207
2012-05-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,103.07817026501829
2012-05-01T00:00:00Z,Total,Total Pais,99.974422065378
2012-06-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,98.81063611200413
2012-06-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,104.12109523189883
2012-06-01T00:00:00Z,Empleo en casas particulares,Total Pais,101.48579591438241
2012-06-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,99.40917462524546
2012-06-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,101.35733252403001
2012-06-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,104.05395739201964
2012-06-01T00:00:00Z,Total,Total Pais,100.55084039890238
2012-07-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,98.70493598624162
2012-07-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,103.24965395128467
